"par_name","lower","median","upper","sd","id"
"b_w",4.89540958582504,5.51145869804868,6.27579724928091,0.352085914618336,"HV02"
"b_w",4.32208431792025,5.34132637376323,6.6557942805167,0.591498648035758,"HV04"
"b_w",4.68349423535151,5.55198526282684,6.53871448530045,0.474434585076272,"HV07"
"b_w",4.77547812393433,5.54292092678306,6.44453830801623,0.426035954353865,"HV08"
"b_w",4.00295774864937,4.63852603456285,5.42882885482653,0.370130739657752,"HV10"
"b_w",5.0171333583877,6.17645194408322,6.9421928516957,0.534011166564176,"HV12"
"z",0.211887062168169,0.322139986226524,0.733244288120591,0.198049691559955,"DW14"
"z",0.641271501531603,1.6492500041384,9.15186789715565,2.37094275687711,"DW15"
"z",1.00268205035238,4.79533077485692,9.69279430181935,2.69711824697924,"DW17"
"z",1.42451515929917,5.8408221090105,9.7843813721438,2.44071049043159,"DW18"
"z",0.985768035510014,4.71794223289458,9.61281557505151,2.63854373139921,"HC01"
"z",0.762434980441529,4.13343599371662,9.69033386613649,2.77386074686236,"HC04"
"z",1.06142090069683,4.74413098768126,9.76068217046024,2.65553332646564,"HC06"
"z",0.578574827057036,1.81049644773871,9.32291942112617,2.51524457046677,"HC07"
"z",1.43423607270966,5.83660062996328,9.75053236397098,2.50935539138036,"HC08"
"z",0.850494400996983,4.73194443738046,9.74124832685228,2.74497939306889,"HC09"
"z",0.388664799403635,0.669532468076048,1.83186189881382,0.560067947790032,"HC11"
"z",0.873722834973546,2.59566043888532,9.36303329692755,2.4932948018258,"HC12"
"z",0.551480064881602,1.72415953907857,9.09403563326324,2.47708419761129,"HC13"
"z",0.663387740387852,3.22168963979188,9.56605861110449,2.76858235284607,"HT01"
"z",0.719159652346707,2.20492922578555,9.41777665266723,2.52027267616448,"HT02"
"z",0.328594973296879,0.530960383036355,0.925466427753539,0.16071641770881,"HT03"
"z",1.88889136273619,6.53773799873828,9.82826264515708,2.25565771466803,"HV01"
"z",0.455284293699288,0.771096473854829,1.60915436667636,0.302161897023384,"HV02"
"z",2.19916032449238,6.58065431522658,9.78352599713781,2.22690555869896,"HV04"
"z",0.251785942572732,0.541765588915873,1.86215417896433,0.694573517724454,"HV07"
"z",0.730293981883038,2.06975796736443,9.19176449125551,2.39853917431689,"HV08"
"z",0.683498121586207,1.90661455955791,9.16261902814662,2.39858859418864,"HV10"
"z",0.0713588444932419,0.0887268746231809,0.111682188249509,0.0101496881930946,"HV12"
"delta",0.0630130930578435,0.0669636395668193,0.0714205375708575,NA,NA
